,Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
314,922,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.040144,-75.936317,Med
315,924,SAN DEMETRIO,Not Charted,37.05015,-73.832892,Low
316,925,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.050978,-75.76464200000001,Low
317,926,BRAZIL,"Wreck - Submerged, dangerous to surface navigation",37.055144,-75.851033,Low
318,927,FRANCIS O BOYLE,,37.055144,-75.854644,Low
319,1222,CAROLINA,Not Charted,38.950122,-73.09953900000001,Low
320,1232,CHINA ARROW,Not Charted,37.991789000000004,-75.17463199999999,Low
321,318,MARINE ELECTRIC,,37.881792,-74.776364,High
322,652,LIBERATOR,Not Charted,35.150175,-75.531261,Low
323,933,ANGLO AFRICAN,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High
324,934,GEMINI,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High
325,935,OCEAN VENTURE,"Wreck - Submerged, dangerous to surface navigation",37.059869,-74.92183299999999,Low
326,936,ZERDA,,37.067541999999996,-75.057147,Low
327,939,UNKNOWN,,37.076756,-75.081761,Low
328,942,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.083475,-75.942983,Low
329,949,UNKNOWN,Not Charted,37.125144,-74.57459399999999,Low
330,953,ROCHESTER,Not Charted,37.166814,-73.966233,Low
331,654,CITY OF BIRMINGHAM,Not Charted,35.166875,-70.882728,Low
332,668,H.C. DREWER,Not Charted,35.254622,-75.338753,Low
333,669,RIO BLANCO,Not Charted,35.26685,-74.299547,Low
334,671,UNKNOWN,Not Charted,35.319539,-75.469461,Low
335,672,UNKNOWN,Not Charted,35.365375,-75.0727,Low
336,673,UNKNOWN,Not Charted,35.379075,-75.33331700000001,Low
337,674,CITY OF ATLANTA,Not Charted,35.391289,-75.336811,Low
338,954,UNKNOWN,Not Charted,37.175144,-74.557928,Low
339,955,BUSTER,,37.177803000000004,-74.762619,Low
340,956,UNKNOWN,Not Charted,37.233475,-74.527928,Low
341,958,UNKNOWN,Not Charted,37.238433,-75.564942,Low
342,959,SUBCHASER 187,"Wreck - Submerged, nondangerous",37.255697,-75.510747,Low
343,960,BIRCH LAKE,"Wreck - Submerged, dangerous to surface navigation",37.255808,-75.620972,Low
344,963,ALICE LORD,Not Charted,37.266833,-71.09944200000001,Low
345,964,UNKNOWN,Not Charted,37.283475,-74.507928,Low
346,965,UNKNOWN,,37.283471999999996,-75.79047800000001,Low
347,968,PACIFIC,"Wreck - Submerged, nondangerous",37.314583,-75.607975,Low
348,969,UNKNOWN,"Wreck - Submerged, nondangerous",37.327917,-75.681308,Low
349,972,W C MAY,Not Charted,37.400158000000005,-71.49945799999999,Low
350,973,ONEIDA USA,Not Charted,37.400153,-72.332828,Low
351,974,HATIE DUNN,"Wreck - Submerged, nondangerous",37.400139,-75.08295799999999,Low
352,975,HAUPPAUGE,"Wreck - Submerged, nondangerous",37.450136,-75.149628,Low
353,675,UNKNOWN,Not Charted,35.398236,-75.11513599999999,Low
354,677,E.J.BERWIND,Not Charted,35.416861,-71.966114,Low
355,678,MORIANA 200,"Wreck - Submerged, nondangerous",35.441846999999996,-75.187919,Low
356,679,UNKNOWN,Not Charted,35.444835999999995,-75.19955,Low
357,680,UNKNOWN,Not Charted,35.468511,-75.477375,Low
358,682,JACKSON,Not Charted,35.483514,-75.249589,Low
359,683,ROBERT H. MCCURDY,Not Charted,35.500183,-73.24950600000001,Low
360,684,L.L.POLLARD,Not Charted,35.500181,-74.166214,Low
361,685,LOUISE,,35.500178000000005,-75.4996,Poor
362,686,H.P. SHORES,Not Charted,35.533514000000004,-73.799531,Low
363,687,UNKNOWN,,35.542671999999996,-75.23786700000001,Low
364,689,DESERT LIGHT,Not Charted,35.583519,-72.799486,Low
365,692,H. COMPTON,Not Charted,35.633514,-73.66619399999999,Low
366,693,RELIANCE,"Wreck - Submerged, dangerous to surface navigation",35.666844,-75.416267,Low
367,694,MARLYN,"Wreck - Submerged, dangerous to surface navigation",35.698789,-75.422658,Low
368,695,MIRLO,"Wreck - Submerged, dangerous to surface navigation",35.700178,-75.424603,Low
369,977,CHRIS F,,37.477806,-74.585739,Low
370,979,SAMOA,Not Charted,37.500153000000005,-72.166156,Low
371,980,SWIFTSCOWT,Not Charted,37.500144,-73.04952800000001,Low
372,981,EDNA,"Wreck - Submerged, nondangerous",37.500133,-74.866283,Low
373,983,CAPTAIN TICK,,37.524867,-74.64200600000001,Low
374,984,BARNEGAT,,37.5268,-75.229911,Low
375,986,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.534511,-75.55590600000001,Low
376,987,ALLEGHANY,,37.5368,-75.41130799999999,Low
377,988,HANOVER NO.1,"Wreck - Submerged, nondangerous",37.558467,-74.932953,Low
378,990,UNKNOWN,,37.684486,-74.58715,Low
379,991,A. MCDONALD,"Wreck - Submerged, nondangerous",37.695961,-75.428811,Low
380,992,U-521,Not Charted,37.716806,-73.26620600000001,Low
381,993,UNKNOWN,Not Charted,37.791596999999996,-74.200975,Low
382,994,E.R.SMITH,"Wreck - Submerged, dangerous to surface navigation",37.816792,-75.36630799999999,Low
383,995,MADRUGADA,"Wreck - Submerged, nondangerous",37.833458,-74.916286,Low
384,996,P.J. HOOPER,"Wreck - Submerged, dangerous to surface navigation",37.836791999999996,-75.339917,Low
385,997,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.850903,-75.265886,Med
386,998,UNKNOWN,Not Charted,37.852369,-74.279619,Low
387,1,R.W. MACDONALD,,39.554278000000004,-75.55103299999999,Low
388,697,ORIENTAL,Wreck - Visible,35.7189,-75.48905,Med
389,698,UNKNOWN,"Wreck - Submerged, nondangerous",35.819897,-74.899861,High
390,699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.845675,-75.555444,Med
391,700,U-85,,35.886842,-75.282933,Low
392,702,R.H. WILCOX,Not Charted,35.933506,-73.699533,Low
393,703,ALLAN JACKSON,Not Charted,35.950171999999995,-74.332894,Poor
394,704,ATIK,Not Charted,36.0002,-69.999372,Low
395,705,CAROLYN,Not Charted,36.0002,-69.999372,Low
396,706,POSEIDON,Not Charted,36.000192,-70.999414,Low
397,707,MORMA KITE,Not Charted,36.000175,-73.29951700000001,Low
398,708,WRIGHT 1,Not Charted,36.000156,-75.999639,Low
399,709,OLYMPIC,"Wreck - Submerged, dangerous to surface navigation",36.016836,-75.499611,Low
400,710,VINDEGGEN,Not Charted,36.033519,-71.332764,Low
401,711,PARAQUAY,"Wreck - Submerged, dangerous to surface navigation",36.0385,-75.666286,Low
402,712,ROBERT GRAHAM DUNN,Not Charted,36.066839,-73.532861,Low
403,713,YORK,"Wreck - Submerged, dangerous to surface navigation",36.066839,-75.227936,Low
404,714,UNKNOWN,"Wreck - Submerged, nondangerous",36.083503,-74.716247,Low
405,715,UNKNOWN,,36.093519,-74.926639,Low
406,1000,OLINDA,Not Charted,37.916794,-73.999575,Low
407,1002,UNKNOWN,,37.921683,-74.92129399999999,Low
408,1003,UNKNOWN,,37.929025,-74.935144,Low
409,1004,UNKNOWN,,37.935864,-74.932456,Low
410,1005,UNKNOWN,,37.948910999999995,-74.987533,Low
411,1006,DAVID ATWATER,"Wreck - Submerged, dangerous to surface navigation",37.953069,-75.104469,High
412,1008,BARNSTABLE,"Wreck - Submerged, dangerous to surface navigation",37.970341999999995,-75.146464,Low
413,1009,UNKNOWN,Not Charted,37.971339,-75.146244,Low
414,1010,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.975633,-75.16507800000001,Low
415,1011,UNKNOWN,Not Charted,37.991356,-74.820656,Low
416,1012,R.R. DOUGLAS,Not Charted,38.000144,-71.999489,Low
417,1014,UNKNOWN,Not Charted,38.004672,-75.172931,Low
418,1015,KRINGSJAA,Not Charted,38.033481,-71.66614200000001,Low
419,1016,SAMUEL G MENG,Not Charted,38.050133,-73.099536,Low
420,1017,UNKNOWN,Not Charted,38.050125,-74.185694,Low
421,716,E.L.MAYBERRY,Not Charted,36.133519,-71.232761,Low
422,717,BRYON D. BENSON,"Wreck - Submerged, dangerous to surface navigation",36.149058000000004,-75.24377199999999,Low
423,718,BELGIAN AIRMAN,Not Charted,36.150169,-74.082886,Low
424,719,UNKNOWN,Not Charted,36.192947,-75.002372,Low
425,720,J.R. BERGEN,Not Charted,36.200175,-72.499483,Low
426,721,UNKNOWN,,36.206414,-74.98702800000001,Low
427,723,EQUIPOISE,"Wreck - Submerged, nondangerous",36.2585,-74.851258,Low
428,724,PINAR DEL REO,Not Charted,36.266833,-73.83287800000001,Low
429,726,BAURQUE,"Wreck - Submerged, dangerous to surface navigation",36.300167,-75.0496,Low
430,728,SNOOPY,,36.340317,-74.947722,Low
431,729,UNKNOWN,,36.344969,-74.914458,Low
432,730,A. ERNEST MILLS,"Wreck - Submerged, nondangerous",36.383492,-75.81630600000001,Low
433,731,SEA HAWK,,36.387608,-74.937842,Low
434,732,UNKNOWN,,36.401014,-75.53015,Low
435,733,OTHO,Not Charted,36.416839,-72.366147,Low
436,734,CHENANGO,,36.460161,-74.942933,Low
437,735,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.368444000000004,-75.051292,Med
438,736,HENRIK LUND,Not Charted,36.500178000000005,-71.482778,Low
439,738,VINLAND,Not Charted,36.533494,-73.966222,Low
440,739,UNKNOWN,"Wreck - Submerged, nondangerous",36.540486,-75.865336,High
441,740,UNKNOWN,"Wreck - Submerged, nondangerous",36.561792,-75.867811,High
442,1019,ST. AUGUSTINE,Not Charted,38.066792,-74.099581,Low
443,1020,UNKNOWN,Not Charted,38.079739000000004,-74.592833,Low
444,1021,THURSOBANK,Not Charted,38.083508,-68.499353,Low
445,1023,GORDAN S COOK,Not Charted,38.090675,-74.81016899999999,Low
446,1024,UNKNOWN,Not Charted,38.090692,-74.63090799999999,Low
447,1026,SAN GIL,Not Charted,38.101786,-74.616272,Low
448,1027,UNKNOWN,Not Charted,38.148808,-74.947222,Low
449,1028,COURAGEOUS,Not Charted,38.169839,-75.037125,Low
450,1029,UNKNOWN,Not Charted,38.189017,-75.006289,Low
451,1030,UNKNOWN,Not Charted,38.222278,-74.7606,Low
452,1031,SAITIA,Not Charted,38.223172,-74.75572199999999,Low
453,1032,SAITIA (1 PART),Not Charted,38.223172,-74.761278,Low
454,1033,UNKNOWN,Not Charted,38.224072,-74.755619,Low
455,1034,S.G. WILBUR,Not Charted,38.241783,-74.74794399999999,Low
456,1035,ESTHER ANN,Not Charted,38.265392,-75.034347,Low
457,1036,UNKNOWN,Not Charted,38.26905,-74.8784,Low
458,1037,UNKNOWN,Not Charted,38.277408,-75.018725,Low
459,1038,UNKNOWN,Not Charted,38.282892,-75.034625,Low
460,1039,UNKNOWN,Not Charted,38.283161,-75.033586,Low
461,1040,ALTAIR,Not Charted,38.283456,-74.132917,Low
462,1042,CARPENAS,Not Charted,38.283446999999995,-75.02879200000001,Low
463,61,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.711794,-75.11963100000001,Low
464,62,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.911789,-75.024625,Low
465,741,U-548,Not Charted,36.566828,-73.999558,Low
466,742,UNKNOWN,,36.596825,-74.999606,Low
467,746,UNKNOWN,"Wreck - Submerged, nondangerous",35.646833,-75.894264,High
468,1043,JONES PORT,Not Charted,38.292614,-74.999622,Low
469,1044,UNKNOWN,Not Charted,38.294281,-75.00636899999999,Low
470,1045,C.W.CHURCH,Not Charted,38.300146999999996,-70.96611700000001,Low
471,1046,HARPATHAN,Not Charted,38.300121999999995,-73.999575,Low
472,1047,UNKNOWN,Not Charted,38.324192,-74.96673100000001,Low
473,1048,ESTER ANN,Not Charted,38.350114000000005,-74.666275,Low
474,1049,UNKNOWN,Not Charted,38.350861,-74.895894,Low
475,1050,CITY OF ORLEANS,Not Charted,38.352892,-74.880172,Low
476,1051,UNKNOWN,Not Charted,38.356219,-74.895792,Low
477,1052,UNKNOWN,Not Charted,38.365772,-74.771181,Low
478,1053,CARPENDER,Not Charted,38.378444,-74.97962199999999,Low
479,1054,UNKNOWN,Not Charted,38.384208,-74.97994200000001,Low
480,1055,SEA SKIP,Not Charted,38.404278000000005,-73.746378,Low
481,1056,UNKNOWN,Not Charted,38.409633,-74.701278,Low
482,1057,ELIZABETH PALMER,"Wreck - Submerged, dangerous to surface navigation",38.412114,-74.836783,High
483,1058,HVOSLEF,Not Charted,38.416781,-74.699608,Low
484,1059,W.L. STEED,Not Charted,38.416778,-74.999622,Low
485,1060,UNKNOWN,Not Charted,38.429922,-74.389014,Low
486,1061,W L STEED,"Wreck - Submerged, dangerous to surface navigation",38.430614,-74.76794699999999,High
487,1062,UNKNOWN,Not Charted,38.431367,-74.95662800000001,Low
488,1063,UNKNOWN,Not Charted,38.431917,-74.76728299999999,Low
489,1064,UNKNOWN,Not Charted,38.432003,-74.768225,Low
490,1065,T.J. HOOPER,Not Charted,38.435117,-74.394594,Low
491,1066,UNKNOWN,Not Charted,38.441778,-74.774611,Low
492,1067,UNKNOWN,Not Charted,38.441778,-74.98795600000001,Low
493,1068,RELIANCE,Not Charted,38.450111,-75.049625,Low
494,1069,UNKNOWN,,38.456222,-74.939619,Low
495,1070,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.456778,-74.935175,Low
496,1071,WASHINGTONIAN,"Wreck - Submerged, dangerous to surface navigation",38.457114000000004,-74.78528100000001,High
497,1072,UNKNOWN,Not Charted,38.457333,-74.934064,Low
498,1073,UNKNOWN,Not Charted,38.461767,-74.649958,Low
499,1074,UNKNOWN,Not Charted,38.462183,-74.92519399999999,Low
500,1075,UNKNOWN,Not Charted,38.462272,-74.820031,Low
501,1076,JOSEPH E. HOOPER,Not Charted,38.4665,-74.98017800000001,Low
502,1077,UNKNOWN,Not Charted,38.467519,-74.979444,Low
503,1078,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.480669,-74.5296,Low
504,1079,MOONSTONE,,38.484281,-74.544044,Low
505,1080,UNKNOWN,Not Charted,38.485775,-74.544439,Low
506,1081,UNKNOWN,Not Charted,38.495425,-74.669208,Low
507,1083,UNKNOWN,Not Charted,38.509231,-74.68123100000001,Low
508,1084,NINA,"Wreck - Submerged, dangerous to surface navigation",38.508831,-74.842308,High
509,1085,UNKNOWN,Not Charted,38.511936,-74.718114,Low
510,1086,UNKNOWN,,38.514835999999995,-74.52126700000001,Low
511,1087,UNKNOWN,Not Charted,38.516346999999996,-74.5223,Low
512,1088,UNKNOWN,Not Charted,38.530603,-74.564764,Low
513,1089,UNKNOWN,,38.533446999999995,-74.559878,Low
514,1090,INDIA ARROW,Not Charted,38.558456,-73.83456899999999,Low
515,1091,UNKNOWN,Not Charted,38.561594,-73.82575600000001,Low
516,1093,UNKNOWN,Not Charted,38.577614000000004,-74.69802800000001,Low
517,1094,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.582758,-74.745767,High
518,1095,CHEROKEE,"Wreck - Submerged, nondangerous",38.59825,-74.658167,High
519,1096,UNKNOWN,Not Charted,38.599278000000005,-74.658528,Low
520,1098,UNKNOWN,Not Charted,38.608444,-74.924617,Low
521,1099,UNKNOWN,,38.612611,-74.91628299999999,Low
522,1100,UNKNOWN,Not Charted,38.61505,-74.94851700000001,Low
523,1101,BARGE 887,"Wreck - Submerged, dangerous to surface navigation",38.616642,-74.930369,High
524,1102,UNKNOWN,Not Charted,38.624666999999995,-75.020344,
525,1103,UNKNOWN,Not Charted,38.625994,-74.86309399999999,Low
526,1106,UNKNOWN,Not Charted,38.639883000000005,-74.399142,Low
527,1107,UNKNOWN,Not Charted,38.641728,-74.547472,Low
528,788,UNKNOWN,,36.862092,-75.766864,Low
529,1108,UNKNOWN,Not Charted,38.643619,-74.409122,Low
530,1110,UNKNOWN,Not Charted,38.660114,-74.44292800000001,Low
531,1111,F. ROSENER,,38.666796999999995,-72.232839,Low
532,1112,S-5 USS,,38.666783,-74.132914,Low
533,1113,UNKNOWN,Not Charted,38.667056,-74.35515799999999,Low
534,1114,UNKNOWN,Not Charted,38.672431,-74.136883,Low
535,1116,UNKNOWN,Not Charted,38.673994,-74.48764200000001,Low
536,1117,UNKNOWN,,38.675947,-74.45209399999999,Low
537,1118,UNKNOWN,Not Charted,38.675953,-74.454397,Low
538,1119,UNKNOWN,Not Charted,38.676675,-74.452286,Low
539,1120,UNKNOWN,Not Charted,38.678908,-74.494606,Low
540,1121,UNKNOWN,Not Charted,38.688733,-74.136147,Low
541,1122,SARGEANT,Not Charted,38.694,-75.012953,Low
542,1123,THOMAS TRACY,Not Charted,38.700111,-75.066289,Low
543,1124,UNKNOWN,Not Charted,38.706542,-74.61658100000001,Low
544,1125,HARRY K. FOOKS,Not Charted,38.710111,-74.996286,Low
545,1128,UNKNOWN,"Wreck - Submerged, nondangerous",38.743717,-74.610814,High
546,6826,MARY L. LEWIS,"Wreck - Submerged, dangerous to surface navigation",37.283471999999996,-75.666308,Low
547,6827,GEE-BEE-GEE,"Wreck - Submerged, dangerous to surface navigation",37.28375,-75.700475,Low
548,6828,ALCEE,Wreck - Visible,37.302236,-75.769669,High
549,6829,OSPREY,"Wreck - Submerged, dangerous to surface navigation",37.133475,-75.862981,Low
550,6830,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.170142,-75.819644,Low
551,6874,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.353667,-75.434028,High
552,7196,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.561221999999994,-75.215742,Poor
553,7197,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.589,-75.204353,Poor
554,7198,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.632333,-75.09768100000001,Poor
555,7199,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.687889,-75.099625,Poor
556,1440,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.816417,-75.380689,High
557,1442,UNKNOWN,Wreck - Visible,39.821917,-75.342772,High
558,1443,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.826389,-75.35435600000001,High
559,1444,UNKNOWN,Wreck - Visible,39.827861,-75.34796700000001,High
560,1446,UNKNOWN,Wreck - Visible,39.830681,-75.342828,High
561,1450,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.833444,-75.3663,Low
562,2423,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.867783,-75.05721700000001,Med
563,2424,USS BONE,"Wreck - Submerged, dangerous to surface navigation",37.763163,-75.197096,High
564,2427,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.450136,-75.627978,Low
565,2428,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.470136,-75.656314,Low
566,2432,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.800125,-75.246303,Low
567,2433,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.833458,-75.182967,Low
568,2434,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.899539000000004,-75.328806,Med
569,2435,LIKI TIKI,"Wreck - Submerged, nondangerous",37.166825,-72.032811,Low
570,2436,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.460733000000005,-75.56626899999999,Med
571,2437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.585178000000006,-75.45626700000001,Low
572,2438,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.590178,-75.45876700000001,Low
573,2439,LAURA A. BARNES,"Wreck - Submerged, dangerous to surface navigation",35.845175,-75.55994399999999,Low
574,2440,TEENS TOW,"Wreck - Submerged, dangerous to surface navigation",36.200164,-75.649625,Low
575,2441,UNKNOWN,Wreck - Visible,36.249328000000006,-75.77963299999999,Low
576,2476,GULF RAMBLER,"Wreck - Submerged, dangerous to surface navigation",38.314753,-75.08498900000001,Med
577,2420,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.815125,-75.06129399999999,Low
578,2442,UNKNOWN,Wreck - Visible,36.360492,-75.819969,Low
579,2443,UNKNOWN,"Wreck - Submerged, nondangerous",36.258497,-75.466286,Low
580,2444,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.566844,-75.460711,Med
581,2445,ORIENTAL,,35.847342,-75.561611,Low
582,1330,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.356256,-75.450411,High
583,1342,UNKNOWN,Wreck - Visible,39.385675,-75.42669699999999,High
