Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality,Dive Site Name,Dive Site ID,Distance from Wreck
11974,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.352628,-75.472339,High,,,
11975,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.415672,-75.50805600000002,High,,,
10652,UNKNOWN,"Wreck - Submerged, nondangerous",38.602047,-74.67975,High,Cherokee (The Gunboat),23557,1.65
10657,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.524133,-74.791103,High,Washingtonian Wreck,16526,1.67
10681,UNKNOWN,"Wreck - Submerged, nondangerous",38.587408,-74.827558,High,Washingtonian Wreck,16526,3.23
10684,UNKNOWN,"Wreck - Submerged, nondangerous",38.632119,-74.845889,High,alantic ocean,22959,3.70
11074,WRECK,"Wreck - Submerged, dangerous to surface navigation",38.889978,-75.092686,High,China Wreck,23455,13.82
11430,KINGSTON CELONITE,"Wreck - Submerged, dangerous to surface navigation",36.827216,-75.868392,High,Chesapeake Light Tower,24380,9.34
11436,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.904846,-75.71343900000002,High,Chesapeake Light Tower,24380,1.03
11448,GULF HUSTLER,"Wreck - Submerged, dangerous to surface navigation",36.857956,-75.59496899999998,Low,Chesapeake Light Tower,24380,7.23
10736,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.996517,-75.119747,High,China Wreck,23455,20.28
11449,GULF HUSTLER,"Wreck - Submerged, dangerous to surface navigation",36.863486,-75.5063,Med,Cuyahoga,22454,10.11
10794,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.981222,-75.993806,High,Chesapeake Light Tower,24380,16.41
803,SANTORE,"Wreck - Submerged, dangerous to surface navigation",36.897434,-75.780953,High,Chesapeake Light Tower,24380,3.45
804,THOMAS F. POLLARD,,36.900147,-75.966317,Med,Chesapeake Light Tower,24380,13.67
808,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.90389,-75.891293,High,Chesapeake Light Tower,24380,9.56
815,FAYE,,36.915842,-75.848208,Low,Chesapeake Light Tower,24380,7.34
816,EIDSVOLD,"Wreck - Submerged, nondangerous",36.916817,-74.999611,Poor,Cuyahoga,22454,20.66
1132,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.747875,-74.59853100000002,High,Wendys Wreck,23491,6.72
1133,J.R. WILLIAMS,"Wreck - Submerged, dangerous to surface navigation",38.752658,-74.906675,High,China Wreck,23455,0.56
1134,UNKNOWN,Not Charted,38.761011,-74.5234,Low,Wendys Wreck,23491,6.73
1138,CITY OF GEORGETOWN,"Wreck - Submerged, dangerous to surface navigation",38.776081,-74.560436,High,Wendys Wreck,23491,7.86
817,B.A.VAN BRUNT,"Wreck - Submerged, nondangerous",36.92015,-74.716264,Low,,,
819,VICKY,,36.925628,-74.847492,Low,,,
831,UNKNOWN,"Wreck - Submerged, nondangerous",36.945147,-75.916314,Low,Chesapeake Light Tower,24380,11.53
1145,GYPSUM PRINCE,"Wreck - Submerged, dangerous to surface navigation",38.804086,-75.067489,High,China Wreck,23455,9.59
1148,UNKNOWN,,38.812611,-75.072956,Low,China Wreck,23455,10.08
1149,B.F. MACOMBER,"Wreck - Submerged, dangerous to surface navigation",38.812531,-75.073667,High,China Wreck,23455,10.11
1150,B.F. MACOMBER,"Wreck - Submerged, nondangerous",38.812981,-75.067808,High,China Wreck,23455,9.83
1158,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.826608,-75.042869,High,China Wreck,23455,9.06
833,WESTMORELAND,,36.935092,-75.954989,High,Chesapeake Light Tower,24380,13.39
838,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.950144,-76.059653,Med,Chesapeake Light Tower,24380,19.25
848,CARMINA,,36.959725,-76.021361,High,Chesapeake Light Tower,24380,17.36
1161,TEXEL,Not Charted,38.833456,-73.202878,Low,,,
1170,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.866778,-75.131292,Med,China Wreck,23455,14.57
850,E H BLUM,,36.959311,-75.955483,Low,Chesapeake Light Tower,24380,13.89
857,CHILORE,"Wreck - Submerged, dangerous to surface navigation",36.960561,-76.010642,High,Chesapeake Light Tower,24380,16.81
1182,PLOW CITY,Not Charted,38.883481,-69.94941899999999,Low,,,
1210,ATLANTHUS,Not Charted,38.941778,-74.97184200000002,Poor,China Wreck,23455,13.26
1211,UNKNOWN,"Wreck - Submerged, nondangerous",38.949478000000006,-75.175875,High,China Wreck,23455,19.90
880,LILLIAN LUCKENBACH,"Wreck - Submerged, dangerous to surface navigation",36.976039,-75.412741,Low,Cuyahoga,22454,2.60
886,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.98347800000001,-76.066319,Med,Chesapeake Light Tower,24380,20.22
1237,MOHAWK,"Wreck - Submerged, dangerous to surface navigation",39.002586,-75.20517199999998,High,China Wreck,23455,23.57
898,TREPCA,Not Charted,37.00015300000001,-73.416206,Low,,,
899,JUNIATA,"Wreck - Submerged, nondangerous",37.000147,-74.99961400000002,Poor,Cuyahoga,22454,20.60
903,JOHN MORGAN,"Wreck - Submerged, dangerous to surface navigation",37.001574,-75.407492,Low,Cuyahoga,22454,3.51
906,UNKNOWN,"Wreck - Submerged, nondangerous",37.000981,-75.574636,Poor,Chesapeake Light Tower,24380,11.04
921,COLUMBIA,"Wreck - Submerged, dangerous to surface navigation",37.038333,-76.03366700000002,High,Chesapeake Light Tower,24380,20.14
922,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.040144,-75.936317,Med,Chesapeake Light Tower,24380,15.83
924,SAN DEMETRIO,Not Charted,37.05015,-73.832892,Low,Marine Electric,24296,9.85
925,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.050978,-75.76464200000002,Low,Chesapeake Light Tower,24380,11.36
926,BRAZIL,"Wreck - Submerged, dangerous to surface navigation",37.055144,-75.851033,Low,Chesapeake Light Tower,24380,13.50
927,FRANCIS O BOYLE,,37.055144,-75.854644,Low,Chesapeake Light Tower,24380,13.61
1222,CAROLINA,Not Charted,38.950122,-73.09953900000002,Low,,,
1232,CHINA ARROW,Not Charted,37.991789,-75.17463199999997,Low,The Blackfish Banks Artificial Reef,16843,11.20
318,MARINE ELECTRIC,,37.881792,-74.776364,High,Gordon C Cooke(Porthole wreck),23476,15.90
652,LIBERATOR,Not Charted,35.150175,-75.531261,Low,Northeastern,23543,3.87
933,ANGLO AFRICAN,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High,Chesapeake Light Tower,24380,15.20
934,GEMINI,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High,Chesapeake Light Tower,24380,15.20
935,OCEAN VENTURE,"Wreck - Submerged, dangerous to surface navigation",37.059869,-74.92183299999998,Low,,,
936,ZERDA,,37.067542,-75.057147,Low,Cuyahoga,22454,18.75
939,UNKNOWN,,37.076756,-75.081761,Low,Cuyahoga,22454,17.79
942,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.083475,-75.942983,Low,Chesapeake Light Tower,24380,18.17
949,UNKNOWN,Not Charted,37.125144,-74.57459399999998,Low,,,
953,ROCHESTER,Not Charted,37.166814,-73.966233,Low,Marine Electric,24296,11.68
654,CITY OF BIRMINGHAM,Not Charted,35.166875,-70.882728,Low,,,
668,H.C. DREWER,Not Charted,35.254622,-75.338753,Low,Australia,16442,4.10
669,RIO BLANCO,Not Charted,35.26685,-74.299547,Low,,,
671,UNKNOWN,Not Charted,35.319539,-75.469461,Low,Veturia,17053,7.16
672,UNKNOWN,Not Charted,35.365375,-75.0727,Low,Australia,16442,20.91
673,UNKNOWN,Not Charted,35.379075,-75.33331700000002,Low,Australia,16442,11.51
674,CITY OF ATLANTA,Not Charted,35.391289,-75.336811,Low,Australia,16442,12.25
954,UNKNOWN,Not Charted,37.175144,-74.557928,Low,,,
955,BUSTER,,37.177803,-74.762619,Low,,,
956,UNKNOWN,Not Charted,37.233475,-74.527928,Low,,,
958,UNKNOWN,Not Charted,37.238433,-75.564942,Low,Cuyahoga,22454,22.00
959,SUBCHASER 187,"Wreck - Submerged, nondangerous",37.255697,-75.510747,Low,Cuyahoga,22454,21.81
960,BIRCH LAKE,"Wreck - Submerged, dangerous to surface navigation",37.255808,-75.620972,Low,Cuyahoga,22454,24.64
963,ALICE LORD,Not Charted,37.266833,-71.09944200000002,Low,,,
964,UNKNOWN,Not Charted,37.283475,-74.507928,Low,,,
965,UNKNOWN,,37.283472,-75.79047800000002,Low,,,
968,PACIFIC,"Wreck - Submerged, nondangerous",37.314583,-75.607975,Low,,,
969,UNKNOWN,"Wreck - Submerged, nondangerous",37.327917,-75.681308,Low,,,
972,W C MAY,Not Charted,37.40015800000001,-71.49945799999998,Low,,,
973,ONEIDA USA,Not Charted,37.400153,-72.332828,Low,,,
974,HATIE DUNN,"Wreck - Submerged, nondangerous",37.400139,-75.08295799999998,Low,,,
975,HAUPPAUGE,"Wreck - Submerged, nondangerous",37.450136,-75.149628,Low,,,
675,UNKNOWN,Not Charted,35.398236,-75.11513599999998,Low,Australia,16442,20.13
677,E.J.BERWIND,Not Charted,35.416861,-71.966114,Low,,,
678,MORIANA 200,"Wreck - Submerged, nondangerous",35.441847,-75.187919,Low,Australia,16442,19.33
679,UNKNOWN,Not Charted,35.44483599999999,-75.19955,Low,Australia,16442,19.10
680,UNKNOWN,Not Charted,35.468511,-75.477375,Low,Veturia,17053,16.94
682,JACKSON,Not Charted,35.483514,-75.249589,Low,Australia,16442,19.97
683,ROBERT H. MCCURDY,Not Charted,35.500183,-73.24950600000003,Low,,,
684,L.L.POLLARD,Not Charted,35.500181,-74.166214,Low,,,
685,LOUISE,,35.50017800000001,-75.4996,Poor,Zane Grey,21171,16.18
686,H.P. SHORES,Not Charted,35.53351400000001,-73.799531,Low,,,
687,UNKNOWN,,35.542672,-75.23786700000002,Low,Zane Grey,21171,17.46
689,DESERT LIGHT,Not Charted,35.583519,-72.799486,Low,,,
692,H. COMPTON,Not Charted,35.633514,-73.66619399999998,Low,,,
693,RELIANCE,"Wreck - Submerged, dangerous to surface navigation",35.666844,-75.416267,Low,Zane Grey,21171,4.69
694,MARLYN,"Wreck - Submerged, dangerous to surface navigation",35.698789,-75.422658,Low,Zane Grey,21171,2.54
695,MIRLO,"Wreck - Submerged, dangerous to surface navigation",35.700178,-75.424603,Low,Zane Grey,21171,2.40
977,CHRIS F,,37.477806,-74.585739,Low,,,
979,SAMOA,Not Charted,37.50015300000001,-72.166156,Low,,,
980,SWIFTSCOWT,Not Charted,37.500144,-73.04952800000002,Low,,,
981,EDNA,"Wreck - Submerged, nondangerous",37.500133,-74.866283,Low,,,
983,CAPTAIN TICK,,37.524867,-74.64200600000002,Low,,,
984,BARNEGAT,,37.5268,-75.229911,Low,The Blackfish Banks Artificial Reef,16843,24.12
986,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.534511,-75.55590600000002,Low,,,
987,ALLEGHANY,,37.5368,-75.41130799999998,Low,The Blackfish Banks Artificial Reef,16843,23.68
988,HANOVER NO.1,"Wreck - Submerged, nondangerous",37.558467,-74.932953,Low,,,
990,UNKNOWN,,37.684486,-74.58715,Low,,,
991,A. MCDONALD,"Wreck - Submerged, nondangerous",37.695961,-75.428811,Low,The Blackfish Banks Artificial Reef,16843,13.66
992,U-521,Not Charted,37.716806,-73.26620600000003,Low,,,
993,UNKNOWN,Not Charted,37.791597,-74.200975,Low,,,
994,E.R.SMITH,"Wreck - Submerged, dangerous to surface navigation",37.816792,-75.36630799999998,Low,The Blackfish Banks Artificial Reef,16843,4.78
995,MADRUGADA,"Wreck - Submerged, nondangerous",37.833458,-74.916286,Low,The Marine Electric,16889,19.50
996,P.J. HOOPER,"Wreck - Submerged, dangerous to surface navigation",37.836792,-75.339917,Low,The Blackfish Banks Artificial Reef,16843,2.81
997,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.850903,-75.265886,Med,The Blackfish Banks Artificial Reef,16843,2.76
998,UNKNOWN,Not Charted,37.852369,-74.279619,Low,African Queen,23461,21.41
1,R.W. MACDONALD,,39.554278,-75.55103299999998,Low,,,
697,ORIENTAL,Wreck - Visible,35.7189,-75.48905,Med,Zane Grey,21171,2.53
698,UNKNOWN,"Wreck - Submerged, nondangerous",35.819897,-74.899861,High,U-85,22235,0.91
699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.845675,-75.555444,Med,Advance II,21170,9.60
700,U-85,,35.886842,-75.282933,Low,Jackson,23406,3.91
702,R.H. WILCOX,Not Charted,35.933506,-73.699533,Low,,,
703,ALLAN JACKSON,Not Charted,35.95017199999999,-74.332894,Poor,,,
704,ATIK,Not Charted,36.0002,-69.999372,Low,,,
705,CAROLYN,Not Charted,36.0002,-69.999372,Low,,,
706,POSEIDON,Not Charted,36.000192,-70.999414,Low,,,
707,MORMA KITE,Not Charted,36.000175,-73.29951700000002,Low,,,
708,WRIGHT 1,Not Charted,36.000156,-75.999639,Low,Huron,22736,20.65
709,OLYMPIC,"Wreck - Submerged, dangerous to surface navigation",36.016836,-75.499611,Low,Huron,22736,7.88
710,VINDEGGEN,Not Charted,36.033519,-71.332764,Low,,,
711,PARAQUAY,"Wreck - Submerged, dangerous to surface navigation",36.0385,-75.666286,Low,Huron,22736,4.69
712,ROBERT GRAHAM DUNN,Not Charted,36.066839,-73.532861,Low,,,
713,YORK,"Wreck - Submerged, dangerous to surface navigation",36.066839,-75.227936,Low,Jackson,23406,12.62
714,UNKNOWN,"Wreck - Submerged, nondangerous",36.083503,-74.716247,Low,U-85,22235,21.22
715,UNKNOWN,,36.093519,-74.926639,Low,U-85,22235,18.75
1000,OLINDA,Not Charted,37.916794,-73.999575,Low,Saetia Wreck,16821,22.38
1002,UNKNOWN,,37.921683,-74.92129399999997,Low,The Marine Electric,16889,13.40
1003,UNKNOWN,,37.929025,-74.935144,Low,The Marine Electric,16889,12.91
1004,UNKNOWN,,37.935864,-74.932456,Low,The Marine Electric,16889,12.43
1005,UNKNOWN,,37.948911,-74.987533,Low,The Marine Electric,16889,12.06
1006,DAVID ATWATER,"Wreck - Submerged, dangerous to surface navigation",37.953069,-75.104469,High,The Blackfish Banks Artificial Reef,16843,12.60
1008,BARNSTABLE,"Wreck - Submerged, dangerous to surface navigation",37.970342,-75.146464,Low,The Blackfish Banks Artificial Reef,16843,11.31
1009,UNKNOWN,Not Charted,37.971339,-75.146244,Low,The Blackfish Banks Artificial Reef,16843,11.36
1010,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.975633,-75.16507800000002,Low,The Blackfish Banks Artificial Reef,16843,10.77
1011,UNKNOWN,Not Charted,37.991356,-74.820656,Low,Gordon C Cooke(Porthole wreck),23476,9.74
1012,R.R. DOUGLAS,Not Charted,38.000144,-71.999489,Low,,,
1014,UNKNOWN,Not Charted,38.004672,-75.172931,Low,The Blackfish Banks Artificial Reef,16843,11.94
1015,KRINGSJAA,Not Charted,38.033481,-71.66614200000002,Low,,,
1016,SAMUEL G MENG,Not Charted,38.050133,-73.099536,Low,,,
1017,UNKNOWN,Not Charted,38.050125,-74.185694,Low,Saetia Wreck,16821,12.30
716,E.L.MAYBERRY,Not Charted,36.133519,-71.232761,Low,,,
717,BRYON D. BENSON,"Wreck - Submerged, dangerous to surface navigation",36.149058,-75.24377199999998,Low,Jackson,23406,18.35
718,BELGIAN AIRMAN,Not Charted,36.150169,-74.082886,Low,,,
719,UNKNOWN,Not Charted,36.192947,-75.002372,Low,Jackson,23406,24.34
720,J.R. BERGEN,Not Charted,36.200175,-72.499483,Low,,,
721,UNKNOWN,,36.206414,-74.98702800000002,Low,,,
723,EQUIPOISE,"Wreck - Submerged, nondangerous",36.2585,-74.851258,Low,,,
724,PINAR DEL REO,Not Charted,36.266833,-73.83287800000002,Low,,,
726,BAURQUE,"Wreck - Submerged, dangerous to surface navigation",36.300167,-75.0496,Low,,,
728,SNOOPY,,36.340317,-74.947722,Low,,,
729,UNKNOWN,,36.344969,-74.914458,Low,,,
730,A. ERNEST MILLS,"Wreck - Submerged, nondangerous",36.383492,-75.81630600000003,Low,The Tiger,22453,10.05
731,SEA HAWK,,36.387608,-74.937842,Low,,,
732,UNKNOWN,,36.401014,-75.53015,Low,The Tiger,22453,11.15
733,OTHO,Not Charted,36.416839,-72.366147,Low,,,
734,CHENANGO,,36.460161,-74.942933,Low,,,
735,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.368444,-75.051292,Med,Zachary Berg Wreck,23910,6.83
736,HENRIK LUND,Not Charted,36.50017800000001,-71.482778,Low,,,
738,VINLAND,Not Charted,36.533494,-73.966222,Low,,,
739,UNKNOWN,"Wreck - Submerged, nondangerous",36.540486,-75.865336,High,Clythia Wreck,16554,2.22
740,UNKNOWN,"Wreck - Submerged, nondangerous",36.561792,-75.867811,High,Clythia Wreck,16554,1.58
1019,ST. AUGUSTINE,Not Charted,38.066792,-74.099581,Low,Saetia Wreck,16821,10.96
1020,UNKNOWN,Not Charted,38.079739,-74.592833,Low,Blenny,23480,1.28
1021,THURSOBANK,Not Charted,38.083508,-68.499353,Low,,,
1023,GORDAN S COOK,Not Charted,38.090675,-74.81016899999999,Low,Gordon C Cooke(Porthole wreck),23476,5.07
1024,UNKNOWN,Not Charted,38.090692,-74.63090799999998,Low,Blenny,23480,1.86
1026,SAN GIL,Not Charted,38.101786,-74.616272,Low,Blenny,23480,1.04
1027,UNKNOWN,Not Charted,38.148808,-74.947222,Low,African Queen Wreck,16693,0.06
1028,COURAGEOUS,Not Charted,38.169839,-75.037125,Low,JR Martin Tug,24247,3.91
1029,UNKNOWN,Not Charted,38.189017,-75.006289,Low,JR Martin Tug,24247,3.22
1030,UNKNOWN,Not Charted,38.222278,-74.7606,Low,Saetia,23464,1.75
1031,SAITIA,Not Charted,38.223172,-74.75572199999998,Low,Saetia,23464,1.62
1032,SAITIA (1 PART),Not Charted,38.223172,-74.761278,Low,Saetia,23464,1.82
1033,UNKNOWN,Not Charted,38.224072,-74.755619,Low,Saetia,23464,1.67
1034,S.G. WILBUR,Not Charted,38.241783,-74.74794399999998,Low,Saetia,23464,2.63
1035,ESTHER ANN,Not Charted,38.265392,-75.034347,Low,Zachary Berg Wreck,23910,0.89
1036,UNKNOWN,Not Charted,38.26905,-74.8784,Low,Memorial Reef,24249,2.14
1037,UNKNOWN,Not Charted,38.277408,-75.018725,Low,Zachary Berg Wreck,23910,0.35
1038,UNKNOWN,Not Charted,38.282892,-75.034625,Low,Zachary Berg Wreck,23910,1.03
1039,UNKNOWN,Not Charted,38.283161,-75.033586,Low,Zachary Berg Wreck,23910,1.01
1040,ALTAIR,Not Charted,38.283456,-74.132917,Low,Saetia Wreck,16821,4.17
1042,CARPENAS,Not Charted,38.283447,-75.02879200000002,Low,Zachary Berg Wreck,23910,0.86
61,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.711794,-75.11963100000001,Low,The Blackfish Banks Artificial Reef,16843,15.10
62,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.911789,-75.024625,Low,The Boom Wreck,24274,15.07
741,U-548,Not Charted,36.566828,-73.999558,Low,,,
742,UNKNOWN,,36.596825,-74.999606,Low,,,
746,UNKNOWN,"Wreck - Submerged, nondangerous",35.646833,-75.894264,High,,,
1043,JONES PORT,Not Charted,38.292614,-74.999622,Low,Zachary Berg Wreck,23910,1.80
1044,UNKNOWN,Not Charted,38.294281,-75.00636899999998,Low,Zachary Berg Wreck,23910,1.69
1045,C.W.CHURCH,Not Charted,38.300147,-70.96611700000003,Low,,,
1046,HARPATHAN,Not Charted,38.300122,-73.999575,Low,Saetia Wreck,16821,8.98
1047,UNKNOWN,Not Charted,38.324192,-74.96673100000002,Low,Memorial Reef,24249,3.98
1048,ESTER ANN,Not Charted,38.35011400000001,-74.666275,Low,H buoy wreck,23474,3.92
1049,UNKNOWN,Not Charted,38.350861,-74.895894,Low,Kathleen Riggin,23845,3.20
1050,CITY OF ORLEANS,Not Charted,38.352892,-74.880172,Low,Kathleen Riggin,23845,3.35
1051,UNKNOWN,Not Charted,38.356219,-74.895792,Low,Kathleen Riggin,23845,3.57
1052,UNKNOWN,Not Charted,38.365772,-74.771181,Low,H buoy wreck,23474,2.44
1053,CARPENDER,Not Charted,38.378444,-74.97962199999998,Low,Fenwick Shoals,23471,5.67
1054,UNKNOWN,Not Charted,38.384208,-74.97994200000002,Low,Fenwick Shoals,23471,5.28
1055,SEA SKIP,Not Charted,38.40427800000001,-73.746378,Low,Saetia Wreck,16821,24.41
1056,UNKNOWN,Not Charted,38.409633,-74.701278,Low,H buoy wreck,23474,2.64
1057,ELIZABETH PALMER,"Wreck - Submerged, dangerous to surface navigation",38.412114,-74.836783,High,Elizabeth Palmer,23459,4.08
1058,HVOSLEF,Not Charted,38.416781,-74.699608,Low,Manhattan,23462,2.73
1059,W.L. STEED,Not Charted,38.416778,-74.999622,Low,Fenwick Shoals,23471,3.45
1060,UNKNOWN,Not Charted,38.429922,-74.389014,Low,Hvsoself,23450,1.34
1061,W L STEED,"Wreck - Submerged, dangerous to surface navigation",38.430614,-74.76794699999998,High,USS NINA,23463,1.29
1062,UNKNOWN,Not Charted,38.431367,-74.95662800000002,Low,Fenwick Shoals,23471,2.07
1063,UNKNOWN,Not Charted,38.431917,-74.76728299999998,Low,USS NINA,23463,1.20
1064,UNKNOWN,Not Charted,38.432003,-74.768225,Low,USS NINA,23463,1.20
1065,T.J. HOOPER,Not Charted,38.435117,-74.394594,Low,Hvsoself,23450,1.20
1066,UNKNOWN,Not Charted,38.441778,-74.774611,Low,USS NINA,23463,0.65
1067,UNKNOWN,Not Charted,38.441778,-74.98795600000003,Low,Fenwick Shoals,23471,1.66
1068,RELIANCE,Not Charted,38.450111,-75.049625,Low,Fenwick Shoals,23471,4.47
1069,UNKNOWN,,38.456222,-74.939619,Low,Fenwick Shoals,23471,1.56
1070,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.456778,-74.935175,Low,Fenwick Shoals,23471,1.79
